prop_chain,accept_chain
0.969540098745474,0
2.22781185629591,0.969540098745474
1.93234857032935,0.969540098745474
1.560488088523,0.969540098745474
1.99431455706108,0.969540098745474
1.4930691867457,0.969540098745474
0.226741984172129,0.969540098745474
-0.622757586732152,0.226741984172129
0.291603717965306,0.226741984172129
1.96184602717609,0.291603717965306
0.81976787673388,0.291603717965306
-1.48458615374596,0.291603717965306
2.58614300666974,0.291603717965306
-0.278378009351761,0.291603717965306
-0.147784271008216,0.291603717965306
1.27686828714307,0.291603717965306
1.22200855130029,0.291603717965306
1.04260758438323,0.291603717965306
0.238655364674383,0.291603717965306
-0.134749338838425,0.291603717965306
-0.259108396390115,0.291603717965306
1.51643137408872,0.291603717965306
-0.667562153059757,0.291603717965306
-1.98659825918483,0.291603717965306
-0.606293086049473,0.291603717965306
1.27907769035866,0.291603717965306
0.29564068510443,0.291603717965306
0.888938972877235,0.29564068510443
-0.438333937319124,0.29564068510443
0.896276049619948,0.29564068510443
1.15011929098123,0.29564068510443
-0.541116769378573,0.29564068510443
-0.534975796235803,0.29564068510443
-0.20055816231983,0.29564068510443
-1.12480865325178,0.29564068510443
2.08420677916935,0.29564068510443
0.0612376903992012,0.29564068510443
1.12761282239285,0.29564068510443
-0.132237529023425,0.29564068510443
0.828332745316768,0.29564068510443
0.0981773888613063,0.29564068510443
0.319203524978846,0.29564068510443
1.63299998877222,0.319203524978846
-0.36401767917671,0.319203524978846
0.171116456971522,0.319203524978846
0.267402174938779,0.319203524978846
-2.2292435848784,0.319203524978846
0.183739953154355,0.319203524978846
-1.40677956942893,0.319203524978846
-0.578321659622633,0.319203524978846
-0.730826947081024,0.319203524978846
-0.885755341702922,0.319203524978846
-0.536516624993351,0.319203524978846
1.16870702794238,0.319203524978846
0.959007422766634,0.319203524978846
0.590807260443731,0.319203524978846
-0.3510717455451,0.590807260443731
0.918832213114158,0.590807260443731
-0.10467306234269,0.590807260443731
0.476615588047338,0.590807260443731
1.92204576229527,0.476615588047338
-0.290234380711041,0.476615588047338
0.242925175591134,0.476615588047338
0.105646850063736,0.476615588047338
-0.92726032061798,0.476615588047338
2.6665509407048,0.476615588047338
-1.59824288933546,0.476615588047338
-0.705301699059138,0.476615588047338
